sampleid	G000002515	G000002545	G000003855	G000006335	G000006445	G000026945	G000091025	G000146045	G000149425	G000149645	G000149955	G000181695	G000182965	G000185945	G000226395	G000243375	G000300575	G000315645	G000349305	G000721785	G000769745	G001298625	G001417885	G001642055	G001661405	G002079055	G002775015	G003290485	G004154835	G004353045	G900007375
13722.58cfa830e4b0c9d6adf6c2af	0	0	2	0	0	0	0	0	0	1	2	23843	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0
13722.58cfa830e4b0c9d6adf6c319	0	0	0	0	0	0	0	0	0	0	0	7764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa830e4b0c9d6adf6c310	0	0	0	0	0	0	0	0	0	0	0	19366	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6c338	0	0	0	0	0	0	0	0	0	0	0	24063	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
13722.58cfa830e4b0c9d6adf6c2bc	0	0	2	0	0	0	0	1	0	0	0	22541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
13722.58cfa831e4b0c9d6adf6c35a	0	0	0	0	0	0	0	0	0	0	0	3014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c35e	0	0	0	0	0	0	0	0	0	0	0	8301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c340	0	0	0	0	0	0	0	4	0	0	0	23098	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
13722.58cfa831e4b0c9d6adf6c3e2	0	0	0	0	0	0	0	0	0	0	0	5395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c3b2	0	0	0	0	0	0	0	0	0	0	0	24063	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c3e6	0	0	0	0	0	0	0	0	0	0	0	6640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c3e8	0	0	1	0	0	0	0	2	0	0	0	30807	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c3f2	0	0	0	0	0	0	0	0	0	0	0	6520	0	0	0	0	1	0	0	36	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6c404	0	0	0	0	0	0	0	0	0	0	0	3560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6c400	0	0	0	0	0	0	0	0	0	0	0	1640	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c3a2	0	0	3	0	0	0	0	0	0	0	0	25820	2	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	4	2	0
13722.58cfa831e4b0c9d6adf6c40a	0	0	0	0	0	0	0	0	0	0	0	2816	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6c40e	0	0	0	0	0	0	0	0	0	0	0	3514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6c412	0	0	0	0	0	0	0	0	0	0	0	6274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c448	0	0	0	0	0	0	0	0	0	0	0	1143	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6c438	0	0	0	0	0	0	0	0	0	0	0	19015	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0
13722.58cfa831e4b0c9d6adf6c44a	0	0	0	0	0	0	0	0	0	0	0	5183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c462	0	0	0	0	0	0	0	0	0	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c47b	0	0	0	0	0	0	0	6	0	0	0	16174	0	0	0	0	25	0	0	0	0	0	0	0	0	1	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c49a	0	0	0	0	0	0	0	0	0	0	0	4036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
13722.58cfa831e4b0c9d6adf6c432	0	0	4	0	0	0	0	0	0	0	0	19758	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0
13722.58cfa831e4b0c9d6adf6c50e	0	0	0	0	0	0	0	0	0	0	0	22666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6c530	0	0	0	0	0	0	0	0	0	0	0	4839	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6c531	0	0	2	0	0	0	0	2	0	0	0	23937	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa830e4b0c9d6adf6c278	0	0	19	0	0	0	0	1	0	0	1	19074	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	1	2	1
13722.58cfa831e4b0c9d6adf6c544	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c55c	0	0	1	0	0	0	0	0	0	0	0	5752	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5	0	0	0
13722.58cfa831e4b0c9d6adf6c546	0	0	0	0	0	0	0	0	0	0	0	3938	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
13722.58cfa831e4b0c9d6adf6c59e	0	0	0	0	0	0	0	0	0	0	0	24498	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
13722.58cfa831e4b0c9d6adf6c5a0	0	0	0	0	0	0	0	0	0	0	0	24498	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
13722.58cfa831e4b0c9d6adf6c56b	0	0	0	0	0	0	0	0	0	0	0	19820	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6c51a	0	0	1	0	0	0	0	0	0	0	0	19013	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	1	2	0
13722.58cfa831e4b0c9d6adf6c5ca	0	0	0	0	0	0	0	0	0	0	0	8963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
13722.58cfa831e4b0c9d6adf6c5ce	0	0	0	0	0	0	0	0	0	0	0	3706	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0
13722.58cfa831e4b0c9d6adf6c5cc	0	0	0	0	0	0	0	0	0	0	0	1795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c60a	0	0	2	0	0	2	0	0	0	0	0	23176	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	8	1	2	0
13722.58cfa831e4b0c9d6adf6c5bf	0	0	4	0	0	0	0	13	0	0	0	13091	0	1	0	0	10	0	0	0	0	0	1	0	0	0	1	6	1	0	0
13722.58cfa831e4b0c9d6adf6c602	0	0	5	0	0	0	0	0	0	0	0	27186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
13722.58cfa831e4b0c9d6adf6c676	0	0	0	0	0	0	0	2	0	0	0	3077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c667	0	0	0	0	0	0	0	0	0	0	0	7910	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6c68c	0	0	0	0	0	0	0	0	0	0	0	5917	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0
13722.58cfa831e4b0c9d6adf6c673	0	0	1	0	0	0	0	2	0	0	0	10634	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	4	3	1	0
13722.58cfa831e4b0c9d6adf6c69c	0	0	2	0	0	0	0	0	0	0	0	28735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1
13722.58cfa831e4b0c9d6adf6c70c	0	0	3	0	0	0	0	0	0	0	0	11796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c6a0	0	0	1	0	0	0	0	0	0	0	0	23890	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0
13722.58cfa831e4b0c9d6adf6c6b8	0	0	4	0	0	0	0	4	0	0	0	14183	0	1	0	0	27	0	0	0	0	0	0	0	0	0	2	2	1	0	0
13722.58cfa831e4b0c9d6adf6c746	0	0	0	0	0	0	0	0	0	0	0	5840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c760	0	0	0	0	0	0	0	2	0	0	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c77f	0	0	0	0	0	0	0	0	0	0	0	3154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c768	0	0	4	0	0	0	0	3	0	0	0	12509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0
13722.58cfa831e4b0c9d6adf6c74d	0	0	2	0	0	0	0	0	0	0	0	28634	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
13722.58cfa831e4b0c9d6adf6c7d8	0	0	2	0	0	0	0	2	0	0	0	19314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
13722.58cfa831e4b0c9d6adf6c7a3	0	0	2	0	0	0	0	0	0	0	1	34599	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0
13722.58cfa831e4b0c9d6adf6c7f3	0	0	0	0	0	0	0	2	0	0	0	6326	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	0	0	0
13722.58cfa831e4b0c9d6adf6c7e7	0	0	9	1	0	0	0	2	0	0	1	25622	4	0	1	0	0	1	0	0	0	0	0	0	0	0	1	6	1	0	0
13722.58cfa831e4b0c9d6adf6c80f	0	0	0	0	0	0	0	2	0	0	0	16527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
13722.58cfa831e4b0c9d6adf6c858	0	0	0	0	0	0	0	0	0	0	0	17004	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0
13722.58cfa831e4b0c9d6adf6c826	0	0	2	0	0	0	0	0	0	0	0	33976	0	0	0	0	0	10	0	0	0	0	0	0	0	0	5	0	0	0	0
13722.58cfa831e4b0c9d6adf6c98e	0	0	0	0	0	0	0	0	0	0	0	4986	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0
13722.58cfa830e4b0c9d6adf6c246	0	0	2	0	0	0	0	2	0	0	0	20611	1	0	0	0	7	0	2	0	0	0	0	2	0	1	0	2	2	1	0
13722.58cfa831e4b0c9d6adf6c9d4	0	0	0	0	0	0	0	0	0	0	0	15937	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6c9d3	0	0	1	1	0	0	0	0	0	0	0	21134	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
13722.58cfa831e4b0c9d6adf6c744	0	0	4	0	0	0	0	0	0	0	0	31828	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	60	0
13722.58cfa831e4b0c9d6adf6c9c7	0	0	1	0	0	0	0	2	0	0	0	28844	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	1	3	0
13722.58cfa831e4b0c9d6adf6ca02	0	0	4	0	0	0	0	1	0	1	0	32682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	5	0
13722.58cfa831e4b0c9d6adf6ca9c	0	0	0	0	0	0	0	2	0	0	0	24590	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	4	0	0	0
13722.58cfa831e4b0c9d6adf6ca76	0	0	1	0	0	0	0	0	0	0	0	25074	1	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
13722.58cfa831e4b0c9d6adf6ca86	0	0	5	0	0	0	0	2	0	1	1	10984	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	2	0
13722.58cfa831e4b0c9d6adf6cac2	0	0	2	0	0	0	0	0	0	0	0	24009	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
13722.58cfa831e4b0c9d6adf6ca92	0	0	1	0	0	0	0	0	0	0	0	18558	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0
13722.58cfa82fe4b0c9d6adf6b7fa	0	0	7	2	0	0	0	21	0	0	2	5384	1	0	0	0	96	0	0	0	1	1	0	0	0	3	3	20	169	1905	0
13722.58cfa830e4b0c9d6adf6c250	0	0	2	0	0	0	0	2	0	0	0	17291	0	0	0	0	3	0	4	0	0	0	0	0	0	0	2	18	1	0	0
13722.58cfa831e4b0c9d6adf6ca8e	0	0	0	0	0	0	0	2	0	0	0	23255	0	0	2	0	9	0	0	0	0	0	0	0	0	0	2	0	1	0	0
13722.58cfa831e4b0c9d6adf6cb72	0	0	0	0	0	0	0	0	0	0	0	668	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0
13722.58cfa831e4b0c9d6adf6cb3c	0	0	2	0	0	0	0	0	0	0	0	17200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
13722.58cfa831e4b0c9d6adf6cb44	0	0	0	0	0	0	0	0	0	0	0	19781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0
13722.58cfa831e4b0c9d6adf6cb54	0	0	1	0	0	0	0	0	0	0	0	21124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
13722.58cfa831e4b0c9d6adf6cb4a	0	0	1	0	0	0	0	0	0	0	0	20651	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
13722.58cfa831e4b0c9d6adf6cbaa	0	0	0	0	0	0	0	0	0	0	0	4582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cbb8	0	0	0	0	0	0	0	0	0	0	0	3445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cb9a	0	0	0	0	0	0	0	0	0	0	0	20828	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0
13722.58cfa831e4b0c9d6adf6cb8a	0	0	2	0	0	0	0	0	0	0	0	24861	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0
13722.58cfa831e4b0c9d6adf6cbbd	0	0	0	0	0	0	0	2	0	0	0	9422	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6cbca	0	0	0	0	0	0	0	0	0	0	0	5705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6cb92	0	0	1	0	0	0	0	0	0	0	0	25025	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
13722.58cfa831e4b0c9d6adf6cbcd	0	0	0	0	0	0	0	2	0	0	0	4522	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	6	0	0	0
13722.58cfa831e4b0c9d6adf6cbc7	0	0	0	0	0	0	0	0	0	1	0	21463	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	3	0	0	0
13722.58cfa831e4b0c9d6adf6cbd4	0	0	0	0	0	1	0	2	0	0	0	9138	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6cbac	0	0	4	0	0	0	0	2	0	0	0	31226	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6cbee	0	0	0	0	0	0	0	0	0	0	0	3880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cbdd	0	0	0	0	0	0	0	0	0	0	0	23784	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cc01	0	0	0	0	0	0	0	0	0	0	0	3611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cc50	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6cc46	0	0	0	0	0	0	0	0	0	0	0	3234	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	8	0	0	0
13722.58cfa831e4b0c9d6adf6cb73	0	0	3	0	0	0	0	1	0	0	0	15276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
13722.58cfa831e4b0c9d6adf6cca3	0	0	0	0	0	0	0	0	0	0	0	15450	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cca6	0	0	0	0	0	0	0	0	0	0	0	7586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cc09	0	0	0	0	0	0	0	2	0	0	0	25154	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0
13722.58cfa831e4b0c9d6adf6ccc2	0	0	1	0	0	0	0	8	0	0	0	4995	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	11	0	0	0
13722.58cfa831e4b0c9d6adf6cc2d	0	0	2	0	0	1	0	0	0	0	0	19325	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
13722.58cfa831e4b0c9d6adf6cc72	0	0	0	0	0	0	0	0	0	0	0	18016	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	7	0	0	0
13722.58cfa831e4b0c9d6adf6cc6a	0	0	7	0	0	0	0	0	0	0	0	21405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	2	0
13722.58cfa831e4b0c9d6adf6cd10	0	0	1	0	0	0	0	10	0	0	0	4277	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	4	0	0	0
13722.58cfa831e4b0c9d6adf6cccc	0	0	0	0	0	0	0	0	0	0	0	16730	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13722.58cfa831e4b0c9d6adf6cd00	0	0	0	0	0	0	0	0	0	0	0	981	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cd60	0	0	0	0	0	0	0	0	0	0	0	728	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cd62	0	0	0	0	0	0	0	0	0	0	0	5727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa831e4b0c9d6adf6cd8a	0	0	1	0	0	0	0	0	0	178	0	25008	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0
13722.58cfa832e4b0c9d6adf6ce6a	0	0	1	0	0	0	0	0	0	0	0	22754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
13722.58cfa832e4b0c9d6adf6cea9	0	0	1	0	0	1	0	0	0	0	0	20119	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
13722.58cfa832e4b0c9d6adf6cf48	0	0	0	0	0	0	0	0	0	0	1	22668	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0
13722.58cfa832e4b0c9d6adf6cefc	0	0	0	0	0	0	0	0	0	0	0	32042	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0
13722.58cfa832e4b0c9d6adf6cf86	0	0	1	0	0	0	0	0	0	0	0	18629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa832e4b0c9d6adf6ce92	0	0	0	0	0	0	0	2	0	0	0	46271	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	3	2	0
13722.58cfa832e4b0c9d6adf6ce9d	0	0	16	0	0	0	0	2	0	1	3	22589	0	0	0	0	0	0	0	0	0	0	0	0	0	2	39	6	0	1	0
13722.58cfa832e4b0c9d6adf6d078	0	0	0	0	0	0	0	0	0	0	0	3217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa832e4b0c9d6adf6d0a0	0	0	0	0	0	0	0	0	0	0	0	13890	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0
13722.58cfa832e4b0c9d6adf6cff4	0	0	2	0	0	0	0	0	0	0	0	21506	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0
13722.58cfa832e4b0c9d6adf6d038	0	0	0	0	0	0	0	0	0	0	0	26728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0
13722.58cfa832e4b0c9d6adf6d0f0	0	0	1	0	0	0	0	0	0	0	0	21261	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0
13722.58cfa832e4b0c9d6adf6d0f2	0	0	0	0	0	0	0	0	0	0	0	33172	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa832e4b0c9d6adf6d178	0	0	0	0	0	0	0	0	0	0	0	2717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
13722.58cfa832e4b0c9d6adf6d174	0	0	0	0	0	0	0	0	0	0	0	21106	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0
13722.58cfa832e4b0c9d6adf6d17b	0	0	1	0	0	0	0	4	0	0	0	20524	0	0	1	0	11	0	0	0	0	0	0	0	0	0	1	7	0	0	0
13722.58cfa832e4b0c9d6adf6d18a	0	0	0	0	0	0	0	0	0	0	0	2718	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13722.58cfa832e4b0c9d6adf6d1c2	0	0	0	0	0	0	0	0	0	0	0	31952	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0
13722.58cfa832e4b0c9d6adf6d14a	0	0	9	0	0	1	0	0	0	0	0	34538	1	0	1	0	0	0	0	0	0	0	1	0	0	0	5	0	5	5	0
13722.58cfa831e4b0c9d6adf6c4ef	0	11	8	0	0	4	0	0	0	10610	0	11669	0	0	0	0	0	88	0	0	0	0	0	0	0	0	2	1	2	10	0
13722.58cfa82ee4b0c9d6adf6ae64	0	0	1	0	0	0	0	0	0	0	0	27201	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	3	0
13722.58cfa82ee4b0c9d6adf6af9e	0	0	3	0	0	0	0	0	0	0	0	15229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	1	4	0
13722.58cfa82ee4b0c9d6adf6afa8	0	0	0	0	0	0	0	4	0	0	0	8803	0	0	0	0	16	0	0	1	0	0	0	0	0	0	1	2	2	4	0
13722.58cfa82fe4b0c9d6adf6b687	0	0	0	0	0	0	0	0	0	0	0	19621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0
13722.58cfa82fe4b0c9d6adf6b6bb	0	0	0	0	0	0	0	0	0	0	0	17172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	4	0
13722.58cfa82ee4b0c9d6adf6ae54	0	0	0	5	0	0	0	0	0	1	0	6759	0	0	32	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
13722.58cfa82ee4b0c9d6adf6b0a5	0	0	3	0	0	0	0	1	0	0	1	7089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	1	0	1
13722.58cfa82fe4b0c9d6adf6b7b8	0	0	5	0	0	0	0	0	0	0	0	15022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0
13722.58cfa82fe4b0c9d6adf6b80c	0	0	3	0	0	0	0	26	0	0	0	39179	0	0	0	0	127	0	1	0	0	0	0	0	0	2	3	90	1	17	1
13722.58cfa82fe4b0c9d6adf6b916	0	0	0	0	0	0	0	4	0	0	0	13362	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0
13722.58cfa82fe4b0c9d6adf6b88f	0	0	9	0	0	1	0	12	0	2	0	13737	0	0	0	0	34	0	0	0	0	0	0	0	0	2	2	3	1	0	0
13722.58cfa82fe4b0c9d6adf6b926	0	0	0	0	0	0	0	0	0	0	0	13422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
13722.58cfa82fe4b0c9d6adf6b94e	0	0	4	0	0	0	0	0	0	0	0	23316	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	1	2	0
13722.58cfa82fe4b0c9d6adf6b950	0	0	2	0	0	0	0	8	0	0	0	7561	0	0	0	0	28	0	0	0	0	0	0	0	0	0	1	11	0	0	0
13722.58cfa82fe4b0c9d6adf6b9b1	0	0	0	0	0	0	0	0	0	0	0	11957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0
13722.58cfa82fe4b0c9d6adf6b991	0	0	1	0	0	0	0	0	0	0	0	11182	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1	50	0
13722.58cfa82fe4b0c9d6adf6b878	0	0	1	0	0	0	0	6	0	0	1	13647	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0
13722.58cfa82fe4b0c9d6adf6b9ad	0	0	0	0	0	0	0	6	0	0	0	14474	0	0	0	0	16	0	0	0	0	0	0	0	0	0	2	9	1	2	0
13722.58cfa82fe4b0c9d6adf6ba42	0	0	1	0	0	0	1	0	0	0	1	13580	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1
13722.58cfa830e4b0c9d6adf6ba54	0	0	2	0	0	0	0	0	0	0	0	15762	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
13722.58cfa830e4b0c9d6adf6bb7e	0	0	1	0	0	0	0	2	0	0	0	17546	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	1	0
13722.58cfa830e4b0c9d6adf6bad4	0	0	1	0	0	0	0	0	0	0	2	16789	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	5	0	0	1
13722.58cfa830e4b0c9d6adf6bc4e	0	0	2	0	0	0	0	1	0	0	0	14563	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	16	0	0	0
13722.58cfa830e4b0c9d6adf6bd8f	0	0	2	0	0	0	0	4	0	0	0	12939	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0
13722.58cfa830e4b0c9d6adf6babc	0	0	1	0	0	0	1	0	0	0	1	21161	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1
13722.58cfa830e4b0c9d6adf6bd2e	0	0	0	0	0	0	1	0	0	1	1	14306	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	1
13722.58cfa830e4b0c9d6adf6bd90	0	0	0	0	0	1	0	0	0	0	0	23190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
