G000002515	G000002545	G000003855	G000006335	G000006445	G000026945	G000091025	G000146045	G000149425	G000149645	G000149955	G000181695	G000182965	G000185945	G000226395	G000243375	G000300575	G000315645	G000349305	G000721785	G000769745	G001298625	G001417885	G001642055	G001661405	G002079055	G002775015	G003290485	G004154835	G004353045	G900007375
0	0	0	0	0	0	0	0	0	0	0	3706	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	2	0	0	2	0	0	0	0	0	23176	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	8	1	2	0
0	0	5	0	0	0	0	0	0	0	0	27186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7910	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	2	0	0	0	0	0	0	0	0	28735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1
0	0	3	0	0	0	0	0	0	0	0	11796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	23890	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0
0	0	0	0	0	0	0	0	0	0	0	5840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	3	0	0	0	12509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0
0	0	2	0	0	0	0	0	0	0	0	28634	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	2	0	0	0	0	0	0	0	1	34599	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0
0	0	0	0	0	0	0	2	0	0	0	6326	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	0	0	0
0	0	0	0	0	0	0	2	0	0	0	16527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
0	0	0	0	0	0	0	0	0	0	0	17004	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0
0	0	2	0	0	0	0	0	0	0	0	33976	0	0	0	0	0	10	0	0	0	0	0	0	0	0	5	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4986	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0
0	0	2	0	0	0	0	2	0	0	0	20611	1	0	0	0	7	0	2	0	0	0	0	2	0	1	0	2	2	1	0
0	0	0	0	0	0	0	0	0	0	0	15937	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	0	0	0	0	0	0	21134	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
0	0	1	0	0	0	0	2	0	0	0	28844	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	1	3	0
0	0	2	0	0	0	0	0	0	0	0	24009	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	1	0	0	0	0	0	0	0	0	18558	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0
0	0	7	2	0	0	0	21	0	0	2	5384	1	0	0	0	96	0	0	0	1	1	0	0	0	3	3	20	169	1905	0
0	0	0	0	0	0	0	0	0	0	0	4582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	20828	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	1	0	21463	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	23784	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	15450	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	16730	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	22754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	1	0	0	1	0	0	0	0	0	20119	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	22668	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	32042	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0	0	1	0	0	0	0	0	0	0	0	18629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	46271	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	3	2	0
0	0	0	0	0	0	0	0	0	0	0	3217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	21261	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0
0	0	0	0	0	0	0	0	0	0	0	33172	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	21106	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0	0	1	0	0	0	0	0	0	0	0	27201	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	3	0
0	0	3	0	0	0	0	0	0	0	0	15229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	1	4	0
0	0	0	0	0	0	0	0	0	0	0	19621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0
0	0	0	5	0	0	0	0	0	1	0	6759	0	0	32	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
0	0	3	0	0	0	0	1	0	0	1	7089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	1	0	1
0	0	3	0	0	0	0	26	0	0	0	39179	0	0	0	0	127	0	1	0	0	0	0	0	0	2	3	90	1	17	1
0	0	9	0	0	1	0	12	0	2	0	13737	0	0	0	0	34	0	0	0	0	0	0	0	0	2	2	3	1	0	0
0	0	1	0	0	0	0	0	0	0	0	11182	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1	50	0
0	0	1	0	0	0	1	0	0	0	1	13580	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1
0	0	2	0	0	0	0	0	0	0	0	15762	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	1	0	0	0	0	2	0	0	0	17546	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	1	0
0	0	1	0	0	0	0	0	0	0	2	16789	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	5	0	0	1
0	0	2	0	0	0	0	1	0	0	0	14563	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	16	0	0	0
0	0	2	0	0	0	0	4	0	0	0	12939	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0	0	1	0	0	0	1	0	0	0	1	21161	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1
0	0	0	0	0	0	1	0	0	1	1	14306	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	1
0	0	1	0	0	0	0	2	0	1	0	15754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	1	0	0	0	0	1	0	0	0	16036	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	2	0	0	0	25696	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	2	0	0	0	34088	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0
0	0	2	1	0	0	0	0	0	0	0	22461	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	4	0	0	0
0	0	3	0	0	0	0	2	0	0	0	28866	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	8	3	0
0	0	2	0	0	0	0	0	0	0	0	22810	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0
0	0	1	0	0	0	1	0	0	0	0	18277	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	23	0	0	1
0	0	1	0	0	0	0	2	0	0	0	9228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
0	0	3	0	0	0	0	0	0	0	0	17672	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	18280	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	2	1	0
0	0	0	0	0	0	0	0	0	0	0	4792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	15007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0	0	0	0	0	0	0	0	0	0	0	4772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	4	0	0	0	0	0	0	3	0	11994	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	2	0	0	0	0	0	0	0	0	15789	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	4	6	3	0
0	0	1	0	0	0	0	3	0	0	0	13591	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	5	2	0
0	0	3	9	0	152	1	0	0	0	1	27348	3161	0	0	0	4	0	0	0	0	0	0	0	0	0	3	4	1	0	0
0	0	1	0	0	0	0	0	0	0	0	17439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0
0	0	0	0	0	0	0	0	0	0	0	14332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
0	0	1	0	0	0	0	0	0	0	0	19349	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	2	0
0	0	0	0	0	0	0	0	0	0	0	5547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	17379	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	15794	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0
0	0	0	2	0	12	0	0	0	0	0	7217	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	2	0	5149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	1	0	0	0	0	4	0	0	0	14037	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	1
0	0	8	0	0	0	0	0	0	0	0	19761	0	0	0	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	15698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	0	0	0	0	0	0	25549	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	11678	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0
0	0	1	0	0	0	0	0	0	0	0	14710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	7	0
0	0	0	0	0	0	0	2	0	0	0	22520	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	10061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	18756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0
0	0	5	0	0	1	0	1	0	1	0	18464	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
0	0	2	0	0	0	0	0	0	0	1	21869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	8	0
0	0	7	0	0	0	0	0	0	0	1	29121	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	13379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	20803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	1	0	0	0	0	0	0	0	0	22078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0
0	0	2	0	0	0	0	0	0	1	0	18329	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	25893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3	0
0	0	3	0	0	0	0	0	0	0	0	23829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0
0	0	0	0	0	0	0	0	0	0	0	18183	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	19194	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	2	0	0	0	16729	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5575	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0
0	0	9	0	0	0	0	49	0	1	2	18152	0	0	6	0	184	0	0	0	0	0	0	0	0	5	2	55	1	2	1
0	0	4	0	0	0	0	0	0	0	0	4719	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	22329	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	6	0
0	0	0	0	0	0	0	0	0	0	0	15584	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	1	0	0	0	0	2	0	0	0	10688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0	0	0	0	0	0	0	0	0	0	0	8539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	1	0	0	0	0	0	0	0	0	4663	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	3996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
0	0	1	0	0	0	0	0	0	0	0	13214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
0	0	2	0	0	0	0	0	0	0	1	22912	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	4	0	0	0
0	0	1	0	0	0	0	0	0	0	2	7569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0
0	0	3	0	0	0	0	2	0	0	0	14504	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1
0	0	0	0	0	0	0	0	0	0	0	13184	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	6	0	0	0
0	0	3	0	0	0	0	0	0	0	0	8059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
14	0	2	0	0	0	0	2	0	0	0	11760	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	1	0	0
0	0	0	0	0	0	0	0	0	0	0	14249	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
0	0	0	0	0	0	1	0	0	0	0	12468	0	1	0	0	0	0	2	0	0	0	0	0	0	1	2	0	1	1	1
0	0	3	0	0	0	0	0	0	0	0	9390	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0
0	0	2	0	0	0	0	0	0	0	0	7825	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	2	3	0
0	0	5	0	0	0	0	6	0	0	0	4760	0	0	0	0	6	0	0	0	0	1	0	0	0	0	1	20	2	61	0
0	0	2	0	0	0	0	0	0	1	0	9416	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	2	2	0	0
0	0	0	0	0	0	0	3	0	0	0	14889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
8	0	1	0	0	0	1	3	0	0	0	7458	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	2	1	0	1
0	0	0	0	0	0	0	0	0	0	0	10317	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7207	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	4933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	1	5263	0	1	0	0	2	0	0	0	0	0	0	2	0	0	1	20	1	3	0
0	0	0	0	0	0	0	0	0	0	0	5381	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	4	0	0	0	0	0	0	1	0	6032	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	1	0
0	0	2	0	0	0	0	1	0	0	0	6389	0	0	1	0	4	0	0	0	0	0	0	0	0	1	3	4	1	8	0
0	0	3	0	0	0	0	9	0	0	0	8610	1	0	0	0	24	0	0	0	0	0	0	0	0	2	0	0	6	5	0
0	0	2	0	0	0	0	0	0	0	0	10440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	8071	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	2	0	0	0	9313	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0	0	1	0	0	0	0	0	0	0	0	13617	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	1	0	0	0	11330	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0	0	3	0	0	0	0	4	0	0	0	5089	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	3	1	0
0	0	1	0	0	0	0	0	0	0	0	17230	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0
0	0	3	0	0	0	0	0	0	0	1	11837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1
0	0	0	0	0	0	0	0	0	0	0	22839	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	2	0
0	0	0	0	0	0	0	0	0	0	0	13979	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
0	0	0	0	0	0	0	0	0	0	0	17200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0
0	0	1	0	0	0	0	0	0	0	0	12717	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6874	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	11913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	2	0	0	0	0	0	0	0	0	0	15164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	10274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	8091	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	7	0	0	1	1	0	0	25	4	9212	0	1	19	0	4	9	0	0	5	0	0	0	0	0	2	1	1	1	3
0	0	1	0	0	0	0	0	0	0	0	10288	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
0	0	3	0	0	0	0	0	0	0	2	9521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	3	0	0
0	0	1	0	0	0	0	2	0	0	0	11691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	0	0	2	0	0	0	6497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	10504	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0	0	3	0	0	0	0	0	0	0	0	12216	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	4	0	0	0	0	0	0	0	1	13736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	11687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	1	0
0	0	1	0	0	0	0	2	0	0	0	11919	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0
0	0	6	0	0	0	0	0	0	0	1	13964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0
0	0	2	0	0	0	0	0	0	0	0	9472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
0	0	0	0	0	0	0	0	0	0	0	15038	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0
0	0	1	0	0	0	0	0	0	0	0	10207	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	14	7	0
0	0	0	0	0	0	0	0	0	0	0	11462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4	0
0	0	6	0	0	0	0	0	0	0	0	14303	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	1	0
0	0	1	0	0	0	0	0	0	0	0	11742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	12519	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	1	0
0	0	0	0	0	0	0	2	0	0	0	13109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	17622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0
0	0	2	0	0	0	0	0	0	0	0	17510	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	13742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	15608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	3	0
0	0	1	0	0	0	0	0	0	0	0	11178	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
0	0	0	0	0	0	0	0	0	0	0	9103	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3751	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0
0	0	0	0	0	0	0	0	0	0	0	7886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0	0	2	0	0	0	0	0	0	0	0	14286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0
0	0	0	0	0	0	0	0	0	0	1	9747	0	0	16	0	2	0	0	0	2	0	0	1	0	0	0	6	0	0	0
0	0	1	0	0	0	0	0	0	0	0	7077	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	6	0	0	0	0	0	0	7495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	10	0
0	0	1	0	0	0	0	0	0	0	0	8322	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
0	0	0	0	0	0	0	0	0	0	0	7108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0
0	0	1	0	0	0	0	0	0	0	0	3869	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	1	0
0	0	1	0	0	0	0	0	0	0	0	9692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
0	0	4	0	0	0	0	0	0	0	0	10662	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	6	3	2	0
0	0	0	0	0	0	0	0	0	0	0	13785	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0
0	0	0	0	0	0	0	0	0	0	0	8671	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0
0	0	0	0	0	0	0	0	0	0	0	14561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0
0	0	0	0	0	0	0	0	0	0	0	2877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
0	0	0	0	0	0	1	0	0	0	1	10844	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2	3	1
0	0	0	0	0	0	0	0	0	0	0	6135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
0	0	0	0	0	0	0	0	0	0	0	10438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
0	0	1	0	0	0	0	0	0	0	0	19477	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	3	0	0	0	1	2	0	2	1	13270	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	32	1	1	1
0	0	2	0	0	0	0	0	0	0	0	10364	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0
0	0	1	0	0	0	0	0	0	1	0	5274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0
0	0	0	0	0	0	0	0	0	0	0	5348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
0	0	0	0	0	0	0	0	0	0	0	5810	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0
0	0	0	0	0	0	0	2	0	0	0	11770	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0
0	0	0	0	0	0	1	0	0	0	0	14562	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	1
0	0	2	0	0	0	0	0	1	0	0	16317	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	17	1	0	1
0	0	1	0	0	0	0	2	0	0	1	12722	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0
0	0	1	0	0	0	0	0	0	0	0	20923	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	4918	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	15	0
0	0	1	0	0	0	0	0	0	0	0	13219	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0
0	0	2	0	2	0	1	0	0	0	2	18320	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	11	0	0	1
0	0	2	0	0	0	0	4	0	0	0	1971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	11	0
0	0	1	0	0	0	1	0	0	0	1	19016	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	1
