G000002515	G000002545	G000003855	G000006335	G000006445	G000026945	G000091025	G000146045	G000149425	G000149645	G000149955	G000181695	G000182965	G000185945	G000226395	G000243375	G000300575	G000315645	G000349305	G000721785	G000769745	G001298625	G001417885	G001642055	G001661405	G002079055	G002775015	G003290485	G004154835	G004353045	G900007375
0	0	0	0	0	0	0	0	0	0	1	10896	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1
0	0	1	0	0	0	1	0	0	0	0	7855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	0	0	0	0	0	0	0	1	8833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
0	0	0	0	0	0	0	0	0	0	0	16716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
0	0	2	0	0	0	1	0	0	0	2	8944	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
0	0	4	0	0	0	0	0	0	1	0	18283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0
0	0	4	2	4	0	1	0	0	2	0	10568	1	2	4	0	2	0	0	0	0	0	0	0	0	1	3	35	3	2	1
0	0	0	0	0	0	0	0	0	0	1	15348	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0	0	0	0	0	0	0	3	0	0	0	17617	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	6	0	0
0	0	0	0	0	0	0	0	0	0	0	10792	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	9422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	1	0	0	0	0	3	0	0	0	13229	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	1	0	0
0	0	2	0	0	0	1	0	0	0	0	11104	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	1	2
0	0	0	0	0	0	0	0	0	0	0	13273	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	5	1	0	0	0	0	0	0	0	7567	2	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	9030	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0
0	0	3	0	0	0	0	0	0	0	1	10491	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	6	1	0	0
0	0	1	0	0	0	0	0	0	0	0	14814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0
0	0	0	0	0	0	0	0	0	0	0	15493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0	0	2	0	0	0	0	0	0	0	0	16239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
0	0	2	0	0	0	0	0	0	0	0	11700	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	2	7	2	152	1	2	1	0	0	14710	3341	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	1	1	0
0	0	0	0	0	0	0	0	0	0	0	11641	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	2	0	0
0	0	0	0	0	0	0	0	0	0	0	13189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	4	0	0	0	0	0	0	0	0	10417	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	4	4	3	0
0	0	2	0	0	0	0	0	0	0	0	9261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	11844	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	8215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	13742	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	15	0
0	0	3	0	0	0	0	0	0	1	0	10701	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	9134	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	0	22502	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	2	2	0
0	0	0	0	0	0	0	0	0	0	0	6146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0	0	1	0	0	0	0	0	0	0	0	18545	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0	0	3	0	0	0	0	0	0	0	0	10125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
0	0	2	0	0	0	0	0	0	0	0	11695	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	1	0	0
0	0	1	0	0	0	0	0	0	0	0	11031	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	1	0	0	0	0	0	0	0	0	12166	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	1	0	0	0	0	0	0	0	0	9947	2	0	0	0	0	9	0	0	0	0	0	0	0	0	1	1	0	0	0
0	0	2	0	0	0	0	0	0	0	0	8758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	0
0	0	2	0	0	0	0	0	0	0	0	9133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
0	14	0	0	0	0	0	4	0	3	0	6426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	13814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0
0	0	11	0	0	0	0	0	0	0	0	17969	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0
0	0	2	0	0	0	0	0	0	0	0	13948	1	0	0	0	0	7	0	0	0	0	0	0	0	0	1	8	5	3	0
0	0	1	0	0	0	0	0	0	0	1	11619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	1	0
0	0	18	0	0	1	0	0	0	1	1	18443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0
0	0	1	0	0	0	0	0	0	0	1	15548	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0
0	0	2	0	0	0	0	0	0	0	0	19515	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	5	3	0
0	0	4	0	0	0	0	2	0	0	0	15544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0
0	0	0	0	0	0	0	0	0	0	0	10778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0
0	0	0	0	0	0	0	0	0	0	0	5781	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	12591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6204	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	12679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2	2	0
0	0	0	0	0	0	0	0	0	0	0	11133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
0	0	0	0	0	0	0	0	0	0	0	5621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	8907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	3	2	0
0	0	1	0	0	0	0	0	0	0	0	13354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	4	0
0	0	0	0	0	0	0	0	0	14	0	16926	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	2	0	0	0	13732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	12638	1	0	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7923	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	17428	0	0	22	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	11309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	5	0	0	0	0	0	0	0	1	12734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	1
0	0	1	0	0	0	0	0	0	1	0	10056	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	5	0	0	0	0	5	0	0	0	14227	0	0	0	0	64	0	0	0	0	0	1	4	0	1	0	7	7	2	0
0	0	5	0	0	0	0	47	0	0	0	20689	0	1	0	0	102	4	0	0	0	0	1	0	1	2	2	38	2	5	0
0	0	7	0	2	1	0	17	0	0	1	12491	0	0	0	0	120	0	0	0	0	0	0	0	0	2	2	16	2	1	0
0	0	1	0	0	0	0	0	0	0	0	11205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	1	0	0	0	0	0	0	1	0	10888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
0	0	4	0	0	0	0	0	0	0	0	9630	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0
0	0	4	0	0	0	0	10	0	0	0	10371	0	0	0	0	43	5	0	0	0	0	0	0	0	0	1	26	1	2	0
0	0	1	0	0	0	0	2	0	0	0	2244	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	11	0
0	0	1	0	0	0	0	0	0	0	0	16025	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0
0	0	1	0	0	0	0	0	0	0	0	9114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	1	0	0	0	0	17	0	0	1	4325	0	2	0	0	64	0	1	2	0	0	0	4	0	1	1	19	6	3	0
0	0	0	0	0	0	0	0	0	2	0	26196	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0
0	0	0	0	6	0	0	0	0	0	0	4239	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	0	1	0
0	0	0	0	0	0	0	0	0	0	0	16288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	3	0	13744	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0
0	0	1	0	0	0	0	2	0	0	0	3916	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	1	0
0	0	2	0	0	0	0	2	0	0	0	7774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
0	0	0	0	0	0	0	0	0	0	0	8614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0
0	0	1	0	0	0	0	0	0	0	0	21767	0	1	0	0	0	4	0	2	0	0	0	0	0	0	1	4	0	0	0
0	0	2	0	0	0	1	0	0	0	1	15939	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	2
0	0	0	0	0	0	0	0	0	0	1	6080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	0	0
0	0	5	0	0	0	1	0	0	0	0	17764	1	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	1	0
0	0	5	0	0	0	1	2	0	0	1	13902	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	24	3	0
0	0	0	0	0	0	0	0	0	0	0	15288	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	11	0	0	0
0	0	2	0	0	0	0	0	0	0	0	19443	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	1	0
0	0	0	0	0	0	0	0	0	0	0	19481	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	20339	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
0	0	2	0	0	0	0	2	0	0	0	14376	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	11	1	2	0
0	0	3	0	0	0	0	0	0	0	0	18863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
0	0	0	0	0	0	0	0	0	0	0	17767	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	2	1	0	0	1	0	9804	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	3	0	2	0
0	0	0	0	0	0	0	0	0	0	0	15839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3548	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	23512	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	1	0	0	1	0	0	0	0	0	18753	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	1	0	0	0	0	2	0	0	0	28059	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	3	0	0
0	0	5	0	0	0	0	6	0	0	0	4782	1	0	0	0	21	0	0	0	0	0	0	0	0	0	2	9	0	0	0
0	0	2	0	0	0	0	0	0	0	0	18686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	1
0	0	1	0	0	0	0	0	0	0	0	10910	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	5	1	0	1
0	0	1	0	0	0	0	0	0	0	0	22307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	1	0	0	0	0	2	0	0	0	11719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	5652	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	2	0	0	0	13973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	6	0
0	0	0	0	0	0	0	0	0	0	0	4592	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	17114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
1	0	0	705	0	38	1	1	0	0	0	14516	836	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	14492	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	2	0	1	0
0	0	1	0	0	0	0	0	0	0	0	17188	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	11426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0	0	2	0	0	0	0	2	0	0	0	15185	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	14423	0	0	0	0	7	0	0	0	0	0	0	0	0	1	1	2	8	2	0
0	0	2	0	0	0	0	0	0	0	1	14354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	6130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	12341	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0
0	0	0	0	0	0	0	0	0	0	0	6818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	19643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
0	0	0	0	0	0	0	0	0	0	0	18848	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0	0	2	0	0	0	0	0	0	0	0	17439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	1	0	0	0	0	0	0	0	0	7541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	0
0	0	0	0	0	0	0	0	0	0	0	5955	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	15612	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0
0	0	0	0	0	0	0	2	0	0	0	16560	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	2	2	0
0	0	0	0	0	0	0	0	0	0	0	13834	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	11357	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6117	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	14846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
0	0	3	0	0	0	0	0	0	0	0	19770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	1	0
0	0	1	0	0	0	0	0	0	0	0	21882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	14369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	2	0	0	0	0	0	0	0	0	15839	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	11854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0	0	2	0	0	0	0	0	0	0	0	17682	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	2	0	0	0	0	2	0	0	0	8544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0
0	0	0	0	0	0	0	4	0	0	0	2629	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6433	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0
0	0	0	0	0	0	0	0	0	0	0	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	3908	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	2518	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
0	0	0	0	1	0	0	0	0	0	0	5306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0
0	0	1	0	0	0	0	0	0	0	0	1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
0	0	0	0	0	0	0	2	0	0	1	3881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
0	0	1	0	0	0	0	0	0	0	0	1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
0	0	2	0	0	0	0	2	0	0	0	2781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0
0	0	0	0	0	0	0	0	0	0	1	4439	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0	0	0	0	0	0	0	0	0	0	2	6012	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	1	0
0	0	0	0	0	0	0	0	0	0	0	7885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	1	1	3795	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	2	10	1	0
0	0	0	0	0	0	0	0	1	0	0	9299	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
0	0	0	0	0	0	0	0	0	0	0	5908	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	9001	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0	0	1	0	0	0	0	0	0	0	0	9499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6430	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	10249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	1	0	0	0	0	0	0	0	0	5129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
0	0	0	0	0	0	0	0	0	0	0	7919	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	1	0	0	0	7177	0	0	0	0	0	0	0	2	0	0	0	0	12	1	0	5	0	0	0
1	0	3	0	0	0	0	0	0	0	1	8681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1
0	0	4	0	0	0	0	0	0	0	0	3257	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0
0	0	0	0	0	0	0	0	0	0	0	8362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
0	0	1	0	0	0	1	0	2	0	2	10579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0
0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	10889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0
0	0	4	0	0	0	0	0	0	0	0	1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0	0	0	0	2	0	0	0	0	2	2	3735	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0
0	0	0	0	0	0	0	0	0	0	0	9207	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	1897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0
0	0	0	0	0	0	0	0	0	0	0	9589	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0
0	0	2	0	0	0	0	0	0	0	0	8591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
0	0	1	0	0	0	0	0	0	0	0	11775	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	0	0
5	0	1	0	0	0	0	3	0	0	0	9440	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
0	0	2	0	0	0	0	0	0	0	0	8948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
0	0	2	0	0	0	0	0	0	0	0	7426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	12216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
0	0	1	0	0	1	0	0	0	0	0	6579	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	1	0	0
0	0	2	0	0	0	0	0	0	0	0	1852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
0	0	5	0	0	0	0	0	0	0	0	3447	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	2	4	0
0	0	1	0	0	0	0	0	0	0	0	5806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0
0	0	5	0	0	0	0	0	0	0	0	7111	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	7	0	0
0	0	1	0	0	0	0	0	0	0	0	8524	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
0	0	0	0	0	0	0	0	0	0	0	9792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0
0	0	7	0	0	0	0	0	0	0	1	7677	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	1
0	0	0	0	0	0	0	0	0	0	0	8640	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0
0	0	2	0	0	0	0	0	0	0	0	4899	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
0	0	0	1	0	0	1	0	0	0	0	10235	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0
0	0	4	0	0	0	0	0	0	0	0	3150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	2469	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	3	2	0	0
0	0	0	0	0	0	0	0	0	0	0	6396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5564	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	10856	0	0	9	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7640	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	3448	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0
0	0	0	0	0	0	0	0	0	0	0	8486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	0	25	0	0	0	0	0	5570	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	1	0	0	0	0	0	0	0	0	8556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	1
0	0	3	0	0	0	0	0	0	0	0	6128	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
0	0	0	0	0	0	0	0	0	0	0	2714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
0	0	2	0	0	0	0	0	0	0	0	8671	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	9	3	0
0	0	4	0	0	0	0	0	0	0	0	2956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
