Candida_glabrata	Candida_tropicalis	Debaryomyces_hansenii	Schizophyllum_commune	Saccharomyces_cerevisiae	Fusarium_oxysporum	Pyrenophora_tritici-repentis	Malassezia_globosa	Candida_albicans	Torulaspora_delbrueckii	Stereum_hirsutum	Coniosporium_apollinis	Trichosporon_asahii	Agaricus_bisporus	Candida_orthopsilosis	Malassezia_sympodialis	Cyphellophora_europaea	Wallemia_ichthyophaga	Pseudozyma_hubeiensis	Bipolaris_zeicola	Aureobasidium_namibiae	Aureobasidium_pullulans	Penicillium_expansum	Rhodotorula_graminis	Pneumocystis_jirovecii	Alternaria_alternata	Wickerhamomyces_anomalus	Hyphopichia_burtonii	Cyberlindnera_jadinii	Tilletiopsis_washingtonensis	Malassezia_restricta	Byssochlamys_spectabilis	Sporisorium_graminicola	Ramularia_collo-cygni
0	0	7	0	20	0	0	7689	0	0	0	0	11616	39	2	2	0	0	0	1	2	8	4	1	0	5	0	2	2	33	675	0	2	41634
0	0	0	0	4	0	0	6957	0	0	0	0	1741	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	10	0	0	6925
0	0	1	0	4	0	0	17834	0	0	1	0	825	2	0	1	0	0	0	0	0	0	1	0	0	1	0	3	0	1	94	0	0	2519
0	0	0	0	30	0	0	7766	0	0	0	0	5818	68	0	6	0	0	0	0	0	0	0	0	0	4	0	0	2	103	882	0	1	22695
0	0	0	0	0	0	0	5195	0	0	0	0	128	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	75	8	1	1	1137
0	0	0	0	0	0	0	25998	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15
0	0	0	0	2	0	0	18091	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	9
0	0	0	0	2	1	0	23150	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5
1	0	0	0	2	0	0	3368	0	0	0	2	73	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	6	0	1	254
0	0	0	0	0	0	0	3179	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
0	0	0	0	2	0	0	12892	1	0	0	0	6057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	4	0	0	21904
0	0	0	0	9	2	0	12658	0	0	0	1	1309	16	0	1	0	0	0	0	0	0	0	0	0	2	1	1	6	0	94	0	1	5223
0	0	0	0	0	0	0	24213	0	0	2	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	26
0	0	0	0	0	0	0	26374	12	0	0	0	60	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	190
0	0	0	0	6	1	0	25577	0	0	0	0	183	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	7	0	1	560
0	0	0	0	4	0	0	32251	0	0	0	0	123	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	341
0	0	0	0	0	0	0	5802	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0	17	0	0	18264	27	0	0	0	23	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	62
0	0	0	0	0	0	0	23648	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110
0	0	0	0	0	0	0	26617	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	4
0	0	0	0	0	0	0	33471	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10
0	0	0	0	0	0	0	26702	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	13
0	0	0	0	0	0	0	7764	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	19366	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13
0	0	0	0	0	0	0	24063	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10
0	0	0	0	0	0	0	5395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	24063	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10
0	0	0	0	0	0	0	6640	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	3560	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
0	0	0	0	0	0	0	6274	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	19015	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3
0	0	0	0	0	0	0	5183	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	4036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2
0	0	0	0	0	0	0	4839	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
0	0	0	0	2	0	0	23937	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
0	0	0	0	1	1	0	19074	0	0	0	1	155	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	652
0	0	0	0	0	0	0	24498	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10
0	0	0	0	0	0	0	24498	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10
0	0	0	0	0	0	0	19820	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5
0	0	0	0	0	0	0	3706	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	23176	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	6
0	0	0	0	0	0	0	27186	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	13
0	0	0	0	0	0	0	7910	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	28735	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	12
0	0	0	0	0	0	0	11796	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2
0	0	0	0	0	0	0	23890	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	10
0	0	0	0	0	0	0	5840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3154	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	3	0	0	12509	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	6	0	0	7
0	0	0	0	0	0	0	28634	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
0	0	0	0	0	1	0	34599	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	14
0	0	0	0	2	0	0	6326	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	2
0	0	0	0	2	0	0	16527	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	8
0	0	0	0	0	0	0	17004	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	3
0	0	0	0	0	0	0	33976	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	49
0	0	0	0	0	0	0	4986	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1
0	0	0	0	2	0	0	20611	1	0	0	0	1079	7	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	2238
0	0	0	0	0	0	0	15937	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	1	0	0	0	0	0	21134	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4
0	0	0	0	2	0	0	28844	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12
0	0	0	1	0	0	0	24009	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8
0	0	0	0	0	0	0	18558	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	17
0	2	0	0	21	2	0	5384	1	0	0	0	250	96	0	0	0	0	0	1	1	0	1	1	0	0	0	2	0	1361	20	1	0	908
0	0	0	0	0	0	0	4582	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	20828	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1
0	0	0	0	0	0	0	5705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
0	0	0	0	0	0	0	21463	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1
0	0	0	0	0	0	0	23784	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
0	0	0	0	0	0	0	15450	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0	0	0	0	7586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	16730	4	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
0	0	0	0	0	0	0	5727	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	22754	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	29
0	0	0	0	0	0	0	20119	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55
0	0	0	0	0	1	0	22668	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5
0	0	0	0	0	0	0	32042	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0	0	0	0	18629	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
0	0	0	0	2	0	0	46271	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
0	0	0	0	0	0	0	3217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	21261	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	18
0	0	0	0	0	0	0	33172	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
0	0	0	0	0	0	0	21106	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5
0	0	0	0	0	0	0	27201	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	103
0	0	0	0	0	0	0	15229	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	1266
0	0	0	0	0	0	0	19621	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	74
0	5	0	0	0	0	0	6759	0	0	0	0	8550	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	32794
0	0	0	0	1	1	0	7089	0	0	0	0	7482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	1	27147
0	0	0	0	26	0	0	39179	0	0	0	0	12978	127	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	9	90	1	1	44589
0	0	0	0	12	0	0	13737	0	0	0	0	66056	34	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	3	3	0	0	178696
0	0	0	0	0	0	0	11182	0	0	0	0	358	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	23	2	0	0	1456
0	0	0	0	0	1	0	13580	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2
0	0	0	0	0	0	0	15762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	2	0	0	17546	0	0	0	0	34	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	82
0	0	0	0	0	2	0	16789	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	1
0	0	0	0	1	0	0	14563	0	0	1	0	6261	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	16	1	1	16573
0	0	0	0	4	0	0	12939	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
0	0	0	0	0	1	0	21161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0	0	0	0	0	1	0	14306	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	1	3
0	0	0	0	2	0	0	15754	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
0	0	0	0	1	0	0	16036	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4
0	0	0	0	2	0	0	25696	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
0	0	0	0	2	0	0	34088	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	42
0	1	0	0	0	0	0	22461	0	0	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	17
0	0	0	0	2	0	0	28866	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1143
0	0	0	0	0	0	0	22810	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	6
0	0	0	0	0	0	0	18277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	0	1	0
0	0	0	0	2	0	0	9228	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	5	0	0	26
0	0	0	0	0	0	0	17672	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	18280	1	0	0	0	38	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	106
0	0	0	0	0	0	0	4792	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
0	0	0	0	0	0	0	4792	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
0	0	0	0	0	0	0	15007	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10
0	0	0	0	0	0	0	4772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
0	0	0	0	0	0	0	11994	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5
0	0	0	0	0	0	0	15789	0	0	2	1	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	37
0	0	0	0	3	0	0	13591	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	37
0	9	0	0	0	1	0	27348	3161	0	0	0	6	4	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	26
0	0	0	0	0	0	0	17439	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	19
0	0	0	0	0	0	0	14332	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	11
0	0	0	0	0	0	0	19349	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
0	0	0	0	0	0	0	5547	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
0	0	0	0	0	0	0	17379	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	0	0	0	15794	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
0	2	0	0	0	0	0	7217	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	5149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
0	0	0	0	4	0	0	14037	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9
0	0	0	0	0	0	0	19761	0	0	0	0	146	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	381
0	0	0	0	0	0	0	15698	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	178
0	0	0	0	0	0	0	25549	1	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220
0	0	0	0	2	0	0	11678	0	0	2	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	173
0	0	0	0	0	0	0	14710	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1144
0	0	0	0	2	0	0	22520	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	10061	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1
0	0	0	0	0	0	0	18756	0	0	0	0	70	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	2	0	1	200
0	0	0	0	1	0	0	18464	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	12
0	0	0	0	0	1	0	21869	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	1263
0	0	0	0	0	1	0	29121	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	20
0	0	0	0	0	0	0	13379	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	20803	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	20
0	0	0	0	0	0	0	22078	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1489
0	0	0	0	0	0	0	18329	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	44
0	0	0	0	0	0	0	25893	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
0	0	0	0	0	0	0	23829	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	16
0	0	0	0	0	0	0	18183	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
0	0	0	0	0	0	0	4522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	19194	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
0	0	0	0	0	0	0	6909	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5
0	0	0	0	2	0	0	16729	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
0	0	0	0	0	0	0	5575	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	22
0	0	0	0	49	2	0	18152	0	0	0	0	23079	184	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	55	1	2	61914
0	0	0	0	0	0	0	4719	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	2
0	0	0	0	0	0	0	22329	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	8
0	0	0	0	0	0	0	15584	0	0	0	2	1473	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3848
0	0	0	0	2	0	0	10688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	8539	0	0	0	0	6369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16906
0	0	0	0	0	0	0	4663	0	0	0	0	15280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	42413
0	0	0	0	0	0	0	3996	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537
0	0	0	0	0	0	0	13214	0	0	0	0	1741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4122
0	0	0	0	0	1	0	22912	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	1
0	0	0	0	0	2	0	7569	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	17
0	0	0	0	2	0	0	14504	0	0	0	0	683	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1423
0	0	0	0	0	0	0	13184	0	0	1	0	193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	390
0	0	0	0	0	0	0	8059	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	788
0	0	0	0	2	0	0	11760	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	168
0	0	0	0	0	0	0	14249	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	11
0	0	0	0	0	0	0	12468	0	0	0	0	22	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	71
0	0	0	0	0	0	0	9390	1	0	0	1	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1934
0	0	0	0	0	0	0	7825	0	0	0	0	7817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	1	16301
0	0	0	0	6	0	0	4760	0	0	0	0	11658	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	20	0	0	33996
0	0	0	0	0	0	0	9416	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	96
0	0	0	0	3	0	0	14889	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	520
0	0	0	0	3	0	0	7458	0	0	0	0	10880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	25900
0	0	0	0	0	0	0	10317	2	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	74
0	0	0	0	0	0	0	6796	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	104
0	0	0	0	0	0	0	7207	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
0	0	0	0	0	0	0	4933	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
0	0	0	0	0	1	0	5263	0	0	0	1	34167	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	20	0	1	73022
0	0	0	0	0	0	0	5381	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7
0	0	0	0	0	0	0	6032	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	44
0	0	0	0	1	0	0	6389	0	0	0	0	246	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	4	1	0	830
0	0	0	0	9	0	0	8610	1	0	0	0	581	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1483
0	0	0	0	0	0	0	10440	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75
0	0	0	0	0	0	0	8071	0	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
0	0	0	0	2	0	0	9313	2	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	567
0	0	0	0	0	0	0	13617	1	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29
0	0	0	0	1	0	0	11330	0	0	0	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	60
0	0	0	0	4	0	0	5089	0	0	0	0	146	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	332
0	0	0	0	0	0	0	17230	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	704
0	0	0	0	0	1	0	11837	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	68
0	0	0	0	0	0	0	22839	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
0	0	0	0	0	0	0	13979	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	17200	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183
0	0	0	0	0	0	0	12717	0	0	0	0	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	65
0	0	0	0	0	0	0	6874	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	79
0	0	0	0	0	0	0	11913	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	84
2	0	0	0	0	0	0	15164	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
